"overviewpage","tournament","tournament_group","league","region","year","matchid","datetime_utc","matchround","matchnumber","team","opposingteam","result","gameswon","gameslost"
"2017 Season World Championship/Main Event","Worlds 2017 Main Event","Worlds 2017","World Championship","International",2017,"2017 Season World Championship/Main Event_Quarterfinals_4","2017-10-22 12:01:00","Quarterfinals","4","Cloud9","Team WE","Loss",2,3
"2017 Season World Championship/Main Event","Worlds 2017 Main Event","Worlds 2017","World Championship","International",2017,"2017 Season World Championship/Main Event_Quarterfinals_4","2017-10-22 12:01:00","Quarterfinals","4","Team WE","Cloud9","Win",3,2
"2017 Season World Championship/Main Event","Worlds 2017 Main Event","Worlds 2017","World Championship","International",2017,"2017 Season World Championship/Main Event_Semifinals_1","2017-10-28 11:23:00","Semifinals","1","SK Telecom T1","Royal Never Give Up","Win",3,2
"2017 Season World Championship/Main Event","Worlds 2017 Main Event","Worlds 2017","World Championship","International",2017,"2017 Season World Championship/Main Event_Semifinals_1","2017-10-28 11:23:00","Semifinals","1","Royal Never Give Up","SK Telecom T1","Loss",2,3
"2017 Season World Championship/Main Event","Worlds 2017 Main Event","Worlds 2017","World Championship","International",2017,"2017 Season World Championship/Main Event_Semifinals_2","2017-10-29 10:23:00","Semifinals","2","Team WE","Samsung Galaxy","Loss",1,3
"2017 Season World Championship/Main Event","Worlds 2017 Main Event","Worlds 2017","World Championship","International",2017,"2017 Season World Championship/Main Event_Semifinals_2","2017-10-29 10:23:00","Semifinals","2","Samsung Galaxy","Team WE","Win",3,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_1","2018-10-10 07:08:00","Day 1","1","KT Rolster","Team Liquid","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_1","2018-10-10 07:08:00","Day 1","1","Team Liquid","KT Rolster","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_2","2018-10-10 08:59:00","Day 1","2","EDward Gaming","MAD Team","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_2","2018-10-10 08:59:00","Day 1","2","MAD Team","EDward Gaming","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_3","2018-10-10 10:09:00","Day 1","3","Phong Vũ Buffalo","Flash Wolves","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_3","2018-10-10 10:09:00","Day 1","3","Flash Wolves","Phong Vũ Buffalo","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_4","2018-10-10 11:09:00","Day 1","4","Afreeca Freecs","G2 Esports","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_4","2018-10-10 11:09:00","Day 1","4","G2 Esports","Afreeca Freecs","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_5","2018-10-10 12:15:00","Day 1","5","Cloud9","Royal Never Give Up","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_5","2018-10-10 12:15:00","Day 1","5","Royal Never Give Up","Cloud9","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_6","2018-10-10 13:10:00","Day 1","6","Team Vitality","Gen.G","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 1_6","2018-10-10 13:10:00","Day 1","6","Gen.G","Team Vitality","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_1","2018-10-11 07:00:00","Day 2","1","Afreeca Freecs","Flash Wolves","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_1","2018-10-11 07:00:00","Day 2","1","Flash Wolves","Afreeca Freecs","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_2","2018-10-11 08:53:00","Day 2","2","G2 Esports","Phong Vũ Buffalo","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_2","2018-10-11 08:53:00","Day 2","2","Phong Vũ Buffalo","G2 Esports","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_3","2018-10-11 09:53:00","Day 2","3","Fnatic","100 Thieves","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_3","2018-10-11 09:53:00","Day 2","3","100 Thieves","Fnatic","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_4","2018-10-11 10:48:00","Day 2","4","Invictus Gaming","G-Rex","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_4","2018-10-11 10:48:00","Day 2","4","G-Rex","Invictus Gaming","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_5","2018-10-11 11:44:00","Day 2","5","Team Vitality","Cloud9","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_5","2018-10-11 11:44:00","Day 2","5","Cloud9","Team Vitality","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_6","2018-10-11 13:02:00","Day 2","6","Gen.G","Royal Never Give Up","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 2_6","2018-10-11 13:02:00","Day 2","6","Royal Never Give Up","Gen.G","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_1","2018-10-12 07:02:00","Day 3","1","KT Rolster","MAD Team","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_1","2018-10-12 07:02:00","Day 3","1","MAD Team","KT Rolster","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_2","2018-10-12 08:34:00","Day 3","2","Team Liquid","EDward Gaming","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_2","2018-10-12 08:34:00","Day 3","2","EDward Gaming","Team Liquid","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_3","2018-10-12 09:26:00","Day 3","3","Invictus Gaming","Fnatic","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_3","2018-10-12 09:26:00","Day 3","3","Fnatic","Invictus Gaming","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_4","2018-10-12 10:16:00","Day 3","4","100 Thieves","G-Rex","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_4","2018-10-12 10:16:00","Day 3","4","G-Rex","100 Thieves","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_5","2018-10-12 11:19:00","Day 3","5","Team Vitality","Royal Never Give Up","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_5","2018-10-12 11:19:00","Day 3","5","Royal Never Give Up","Team Vitality","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_6","2018-10-12 12:09:00","Day 3","6","Gen.G","Cloud9","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 3_6","2018-10-12 12:09:00","Day 3","6","Cloud9","Gen.G","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_1","2018-10-13 07:19:00","Day 4","1","Phong Vũ Buffalo","Afreeca Freecs","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_1","2018-10-13 07:19:00","Day 4","1","Afreeca Freecs","Phong Vũ Buffalo","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_2","2018-10-13 08:36:00","Day 4","2","G2 Esports","Flash Wolves","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_2","2018-10-13 08:36:00","Day 4","2","Flash Wolves","G2 Esports","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_3","2018-10-13 09:34:00","Day 4","3","100 Thieves","Invictus Gaming","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_3","2018-10-13 09:34:00","Day 4","3","Invictus Gaming","100 Thieves","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_4","2018-10-13 10:23:00","Day 4","4","G-Rex","Fnatic","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_4","2018-10-13 10:23:00","Day 4","4","Fnatic","G-Rex","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_5","2018-10-13 11:12:00","Day 4","5","Team Liquid","MAD Team","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_5","2018-10-13 11:12:00","Day 4","5","MAD Team","Team Liquid","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_6","2018-10-13 12:13:00","Day 4","6","KT Rolster","EDward Gaming","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 4_6","2018-10-13 12:13:00","Day 4","6","EDward Gaming","KT Rolster","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 5_1","2018-10-14 07:19:00","Day 5","1","Royal Never Give Up","Team Vitality","Loss",0,1
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 5_1","2018-10-14 07:19:00","Day 5","1","Team Vitality","Royal Never Give Up","Win",1,0
"2018 Season World Championship/Main Event","Worlds 2018 Main Event","Worlds 2018","World Championship","International",2018,"2018 Season World Championship/Main Event_Day 5_2","2018-10-14 08:41:00","Day 5","2","Cloud9","Gen.G","Win",1,0
