"tournament","tournament_group","overviewpage","team","nplayerinteam","player","role","flag"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Team Liquid",4,"Yeon (Sean Sung)","Bot","United States"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Team Liquid",5,"CoreJJ","Support","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Team Liquid",6,"Spawn (Jake Tiberi)","Coach","Australia"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Team Liquid",7,"Reignover","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Top Esports",1,"369","Top","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Top Esports",2,"Tian","Jungle","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Top Esports",3,"Creme","Mid","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Top Esports",4,"JackeyLove","Bot","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Top Esports",5,"Meiko","Support","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Top Esports",6,"Maokai (Yang Ji-Song)","Coach","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Top Esports",7,"Despa1r","Coach","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Weibo Gaming",1,"Breathe","Top","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Weibo Gaming",2,"Tarzan (Lee Seung-yong)","Jungle","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Weibo Gaming",3,"Xiaohu","Mid","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Weibo Gaming",4,"Light (Wang Guang-Yu)","Bot","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Weibo Gaming",5,"Crisp","Support","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Weibo Gaming",6,"Daeny","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Weibo Gaming",7,"Tselin","Coach","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","100 Thieves",1,"Dhokla","Top","United States"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","100 Thieves",2,"River (Kim Dong-woo)","Jungle","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","100 Thieves",3,"Quid","Mid","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","100 Thieves",4,"FBI","Bot","Australia"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","100 Thieves",5,"Eyla","Support","Australia"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","100 Thieves",6,"Goldenglue","Coach","United States"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","100 Thieves",7,"Spookz","Coach","Australia"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Anyone's Legend",1,"Flandre","Top","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Anyone's Legend",2,"Tarzan (Lee Seung-yong)","Jungle","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Anyone's Legend",3,"Shanks","Mid","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Anyone's Legend",4,"Hope (Wang Jie)","Bot","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Anyone's Legend",5,"Kael (Kim Jin-hong)","Support","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Anyone's Legend",6,"Tabe","Coach","Hong Kong"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Anyone's Legend",7,"Xiaobai","Coach","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Bilibili Gaming",1,"Bin (Chen Ze-Bin)","Top","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Bilibili Gaming",2,"Beichuan","Jungle","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Bilibili Gaming",3,"Shad0w","Jungle","Italy"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Bilibili Gaming",4,"Knight (Zhuo Ding)","Mid","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Bilibili Gaming",5,"Elk","Bot","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Bilibili Gaming",6,"ON","Support","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Bilibili Gaming",7,"BigWei","Coach","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Bilibili Gaming",8,"Easyhoon","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","CTBC Flying Oyster",1,"Driver","Top","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","CTBC Flying Oyster",2,"Rest","Top","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","CTBC Flying Oyster",3,"JunJia","Jungle","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","CTBC Flying Oyster",4,"HongQ","Mid","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","CTBC Flying Oyster",5,"Doggo","Bot","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","CTBC Flying Oyster",6,"Kaiwing","Support","Hong Kong"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","CTBC Flying Oyster",7,"Chawy","Coach","Singapore"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","CTBC Flying Oyster",8,"Wulala","Coach","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","FlyQuest",1,"Bwipo","Top","Belgium"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","FlyQuest",2,"Inspired","Jungle","Poland"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","FlyQuest",3,"Quad","Mid","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","FlyQuest",4,"Massu","Bot","Canada"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","FlyQuest",5,"Busio","Support","United States"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","FlyQuest",6,"Nukeduck","Coach","Norway"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","FlyQuest",7,"Mithy","Coach","Spain"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Fnatic",1,"Oscarinin","Top","Spain"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Fnatic",2,"Razork","Jungle","Spain"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Fnatic",3,"Poby","Mid","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Fnatic",4,"Upset","Bot","Germany"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Fnatic",5,"Mikyx","Support","Slovenia"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Fnatic",6,"GrabbZ","Coach","Germany"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Fnatic",7,"Gaax","Coach","Spain"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","G2 Esports",1,"BrokenBlade","Top","Germany"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","G2 Esports",2,"SkewMond","Jungle","France"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","G2 Esports",3,"Caps","Mid","Denmark"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","G2 Esports",4,"Hans Sama","Bot","France"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","G2 Esports",5,"Labrov","Support","Greece"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","G2 Esports",6,"Dylan Falco","Coach","Canada"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","G2 Esports",7,"Memento","Coach","Sweden"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","G2 Esports",8,"Rodrigo","Coach","Portugal"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Gen.G",1,"Kiin","Top","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Gen.G",2,"Canyon","Jungle","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Gen.G",3,"Chovy","Mid","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Gen.G",4,"Ruler","Bot","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Gen.G",5,"Duro","Support","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Gen.G",6,"KIM (Kim Jeong-soo)","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Gen.G",7,"Helper (Kwon Yeong-jae)","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Hanwha Life Esports",1,"Zeus","Top","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Hanwha Life Esports",2,"Peanut","Jungle","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Hanwha Life Esports",3,"Zeka (Kim Geon-woo)","Mid","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Hanwha Life Esports",4,"Viper (Park Do-hyeon)","Bot","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Hanwha Life Esports",5,"Delight","Support","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Hanwha Life Esports",6,"DanDy","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Hanwha Life Esports",7,"Mowgli","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","KT Rolster",1,"PerfecT (Lee Seung-min)","Top","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","KT Rolster",2,"Cuzz","Jungle","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","KT Rolster",3,"Bdd","Mid","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","KT Rolster",4,"deokdam","Bot","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","KT Rolster",5,"Peter (Jeong Yoon-su)","Support","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","KT Rolster",6,"Score","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","KT Rolster",7,"Sonstar","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Movistar KOI",1,"Myrwn","Top","Spain"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Movistar KOI",2,"Elyoya","Jungle","Spain"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Movistar KOI",3,"Jojopyun","Mid","Canada"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Movistar KOI",4,"Supa","Bot","Spain"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Movistar KOI",5,"Alvaro (Álvaro Fernández)","Support","Spain"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Movistar KOI",6,"Melzhet","Coach","Spain"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Movistar KOI",7,"Zeph","Coach","France"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","PSG Talon",1,"Azhi","Top","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","PSG Talon",2,"Karsa","Jungle","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","PSG Talon",3,"Maple (Huang Yi-Tang)","Mid","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","PSG Talon",4,"Betty","Bot","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","PSG Talon",5,"Woody","Support","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","PSG Talon",6,"CorGi","Coach","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","PSG Talon",7,"Zero (Chung Chen-Hua)","Coach","Taiwan"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","T1",1,"Doran (Choi Hyeon-joon)","Top","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","T1",2,"Oner","Jungle","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","T1",3,"Faker","Mid","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","T1",4,"Gumayusi","Bot","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","T1",5,"Keria","Support","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","T1",6,"kkOma","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","T1",7,"Tom (Im Jae-hyeon)","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","T1",8,"Mata","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Team Secret Whales",1,"Hiro02","Top","Vietnam"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Team Secret Whales",2,"Pun","Top","Vietnam"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Team Secret Whales",3,"Hizto","Jungle","Vietnam"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Team Secret Whales",4,"Dire","Mid","Vietnam"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Team Secret Whales",5,"Eddie","Bot","Vietnam"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Team Secret Whales",6,"Taki (Đinh Anh Tài)","Support","Vietnam"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Team Secret Whales",7,"Naul","Coach","Vietnam"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Team Secret Whales",8,"Ciel (Trần Tiến Thịnh)","Coach","Vietnam"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Top Esports",1,"369","Top","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Top Esports",2,"Kanavi","Jungle","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Top Esports",3,"Creme","Mid","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Top Esports",4,"JackeyLove","Bot","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Top Esports",5,"Hang","Support","China"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Top Esports",6,"Homme","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Top Esports",7,"Ggoong","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Vivo Keyd Stars",1,"Boal","Top","Brazil"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Vivo Keyd Stars",2,"Disamis","Jungle","Brazil"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Vivo Keyd Stars",3,"Mireu","Mid","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Vivo Keyd Stars",4,"Morttheus","Bot","Brazil"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Vivo Keyd Stars",5,"Trymbi","Support","Poland"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Vivo Keyd Stars",6,"SeeEl","Coach","South Korea"
"Worlds 2025 Main Event","Worlds 2025","2025 Season World Championship/Main Event","Vivo Keyd Stars",7,"Smiley (Ludvig Granquist)","Coach","Sweden"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","against All authority",1,"sOAZ","Top","France"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","against All authority",2,"Linak","Jungle","France"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","against All authority",3,"MoMa","Mid","Germany"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","against All authority",4,"Yellowstar","Bot","France"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","against All authority",5,"kujaa","Support","France"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Counter Logic Gaming",1,"HotshotGG","Top","Canada"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Counter Logic Gaming",2,"SaintVicious","Jungle","United States"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Counter Logic Gaming",3,"bigfatlp","Mid","Canada"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Counter Logic Gaming",4,"Chauster","Bot","United States"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Counter Logic Gaming",5,"Elementz","Support","Canada"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Epik Gamer",1,"Westrice","Top","United States"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Epik Gamer",2,"Dan Dinh","Jungle","United States"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Epik Gamer",3,"Salce","Mid","United States"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Epik Gamer",4,"Dyrus","Bot","United States"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Epik Gamer",5,"Doublelift","Support","United States"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Fnatic",1,"wewillfailer","Top","Belgium"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Fnatic",2,"xPeke","Top","Spain"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Fnatic",3,"Cyanide FI","Jungle","Finland"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Fnatic",4,"Shushei","Mid","Poland"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Fnatic",5,"LaMiaZlt","Bot","Germany"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Fnatic",6,"Mellisan","Support","Germany"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Team gamed!de",1,"Kevin (Kevin Rubiszewski)","Top","Germany"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Team gamed!de",2,"Zylor","Jungle","Germany"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Team gamed!de",3,"Reyk","Mid","Germany"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Team gamed!de",4,"CndyPnda","Bot","Germany"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Team gamed!de",5,"Nyph","Support","Germany"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Team Pacific",1,"wormy","Top","Philippines"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Team Pacific",2,"dabe","Jungle","Philippines"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Team Pacific",3,"iddo","Mid","Philippines"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Team Pacific",4,"vy","Bot","Philippines"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Team Pacific",5,"gibo","Support","Philippines"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","TSM",1,"TheRainMan","Top","United States"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","TSM",2,"TheOddOne","Jungle","Canada"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","TSM",3,"Reginald","Mid","United States"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","TSM",4,"Chaox","Bot","China"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","TSM",5,"Xpecial","Support","United States"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Xan",1,"Vech","Top","Singapore"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Xan",2,"Radeon6870","Jungle","Singapore"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Xan",3,"Axion","Mid","Singapore"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Xan",4,"d4rkness","Bot","Singapore"
"Worlds Season 1","Worlds Season 1","Season 1 World Championship","Xan",5,"iNtrigueD","Support","Singapore"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Azubu Frost",1,"Shy","Top","South Korea"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Azubu Frost",2,"CloudTemplar","Jungle","South Korea"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Azubu Frost",3,"RapidStar","Mid","South Korea"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Azubu Frost",4,"Woong (Jang Gun-woong)","Bot","South Korea"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Azubu Frost",5,"MadLife","Support","South Korea"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","CLG Prime",1,"Voyboy","Top","United States"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","CLG Prime",2,"HotshotGG","Jungle","Canada"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","CLG Prime",3,"bigfatlp","Mid","Canada"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","CLG Prime",4,"Doublelift","Bot","United States"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","CLG Prime",5,"Chauster","Support","United States"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Counter Logic Gaming Europe",1,"Wickd","Top","Denmark"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Counter Logic Gaming Europe",2,"Snoopeh","Jungle","United Kingdom"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Counter Logic Gaming Europe",3,"Froggen","Mid","Denmark"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Counter Logic Gaming Europe",4,"yellowpete","Bot","Germany"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Counter Logic Gaming Europe",5,"Krepo","Support","Belgium"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Dignitas",1,"Crumbzz","Top","Venezuela"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Dignitas",2,"IWDominate","Jungle","United States"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Dignitas",3,"scarra","Mid","United States"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Dignitas",4,"imaqtpie","Bot","United States"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Dignitas",5,"Patoy","Support","United States"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Invictus Gaming",1,"PDD","Top","China"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Invictus Gaming",2,"illuSioN (Chen Xin-Lin)","Jungle","China"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Invictus Gaming",3,"Zzitai","Mid","China"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Invictus Gaming",4,"Kid","Bot","China"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Invictus Gaming",5,"XiaoXiao","Support","China"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Moscow Five",1,"Darien","Top","Russia"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Moscow Five",2,"Diamond (Danil Reshetnikov)","Jungle","Russia"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Moscow Five",3,"Alex Ich","Mid","Russia"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Moscow Five",4,"Genja","Bot","Russia"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Moscow Five",5,"GoZu","Support","Armenia"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","NaJin Sword",1,"MaKNooN","Top","South Korea"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","NaJin Sword",2,"Watch","Jungle","South Korea"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","NaJin Sword",3,"SSONG","Mid","South Korea"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","NaJin Sword",4,"PraY","Bot","South Korea"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","NaJin Sword",5,"Cain","Support","South Korea"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Saigon Jokers",1,"QTV","Top","Vietnam"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Saigon Jokers",2,"Violet (Ngô Mạnh Quyền)","Jungle","Vietnam"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Saigon Jokers",3,"NIXWATER","Mid","Vietnam"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Saigon Jokers",4,"Archie (Trần Minh Nhựt)","Bot","Vietnam"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Saigon Jokers",5,"Junie","Support","Vietnam"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","SK Gaming",1,"kev1n","Top","Germany"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","SK Gaming",2,"Araneae","Jungle","Spain"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","SK Gaming",3,"ocelotee","Mid","Spain"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","SK Gaming",4,"YellOwStar","Bot","France"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","SK Gaming",5,"Nyph1","Support","Germany"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Taipei Assassins",1,"Stanley","Top","Taiwan"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Taipei Assassins",2,"Lilballz","Jungle","Taiwan"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Taipei Assassins",3,"Toyz","Mid","Hong Kong"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Taipei Assassins",4,"Bebe (Chang Bo-Wei)","Bot","Taiwan"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Taipei Assassins",5,"MiSTakE","Support","Taiwan"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Team WE",1,"Caomei","Top","China"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Team WE",2,"ClearLove","Jungle","China"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Team WE",3,"Misaya","Mid","China"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Team WE",4,"Weixiao","Bot","China"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","Team WE",5,"Fzzf","Support","China"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","TSM",1,"Dyrus","Top","United States"
